E043DB	Shenzhen ViewAt
8C41F4	IPmotion
3C8994	BSkyB
F4068D	devolo
30D32D	devolo
A85AF3	Shanghai Siflower
4C364E	Panasonic Connected Solutions
1496E5	Samsung
80CEB9	Samsung
CC2119	Samsung
48881E	EthoSwitch
0890BA	Danlaw
000F15	Icotera
4C1159	Vision Information
B4A94F	Mercury
E42D7B	China Mobile IOT
C0D0FF	China Mobile IOT
A0950C	China Mobile IOT
B05365	China Mobile IOT
283E76	Common Networks
48F027	Chengdu newifi
1C1BB5	Intel
0057C1	LG
A89A93	Sagemcom Broadband SAS
C8544B	ZyXEL
14C697	Guangdong Oppo Mobile Telecom
DC16B2	Huawei
DC9088	Huawei
FC039F	Samsung
E4DB6D	Beijing Xiaomi
B0907E	Cisco
484AE9	Hewlett Packard
00D0D8	3Com
000102	3Com
000476	3Com
00266C	Inventec
00051A	3Com
00040B	3Com
00105A	3Com
001849	nVent
9C0CDF	Guangdong Oppo Mobile Telecom
58B568	Securitas Direct Espa?A
142233	Fiberhome Telecom
00AA6E	Cisco
1889A0	Wuhan Funshion Online
88F7BF	vivo Mobile
000121	WatchGuard
1862E4	Texas Instruments
684749	Texas Instruments
5CD20B	Yytek
7483C2	Ubiquiti Networks
C0847D	AMPAK
F8D9B8	Open Mesh
E81CBA	Fortinet
007204	Samsung
286DCD	Beijing Winner Microelectronics
44A466	Groupe Ldlc
80D065	CKS
04EB40	Cisco
7C0CF6	Guangdong Huiwei High-tech
0002C9	Mellanox
7CFE90	Mellanox
283926	CyberTAN
F05494	Honeywell Connected
30E3D6	Spotify USA
F095F1	Carl Zeiss
90E17B	Apple
18810E	Apple
608C4A	Apple
A4D931	Apple
18A7F1	Qingdao Haier
20B001	Technicolor
944F4C	Sound United
00D6FE	Cisco
BC9B68	Technicolor CH USA
24BE18	Dadoutek
749D79	Sercomm
BC5EA1	PsiKick
74BFC0	Canon
00F48D	Liteon
70192F	Huawei
70D313	Huawei
F063F9	Huawei
9C1D36	Huawei
00B771	Cisco
14EFCF	Schreder
548028	Hewlett Packard
10B9F7	Niko-Servodan
105BAD	Mega Well
705DCC	EFM Networks
44070B	Google
302952	Hillstone Networks
184B0D	Ruckus Wireless
D41243	AMPAK
B87826	Nintendo
F8501C	Tianjin Geneuo
90E710	New H3C
10C753	Qingdao Intelligent&Precise
6C3845	Fiberhome Telecom
BC9325	Ningbo Joyson Preh Car Connect
2C6104	Shenzhen Fenglian
90C54A	vivo Mobile
E013B5	vivo Mobile
54833A	ZyXEL
98D3E7	Netafim L
90C99B	Tesorion Nederland B.V
6C5C3D	IEEE Registration Authority
F4DD9E	GoPro
D4D919	GoPro
D8A98B	Texas Instruments
B07E11	Texas Instruments
6CC7EC	Samsung
546AD8	Elster Water Metering
647BCE	Samsung
D43260	GoPro
50DB3F	Shenzhen Gongjin
787052	Welotec
584498	Xiaomi
ACC1EE	Xiaomi
7802F8	Xiaomi
508F4C	Xiaomi
04D13A	Xiaomi
0CF346	Xiaomi
082525	Xiaomi
F460E2	Xiaomi
A45046	Xiaomi
AC587B	JCT Healthcare
002350	RDC
985D82	Arista Networks
D8D6F3	Integrated Device Sdn. Bhd
009EC8	Xiaomi
7C1DD9	Xiaomi
A086C6	Xiaomi
102AB3	Xiaomi
ACF7F3	Xiaomi
08351B	Shenzhen Jialihua
8C7BF0	Xufeng Development
AC5093	Magna
E0A509	Bitmain
3C3786	Netgear
9C6937	Qorvo Utrecht B.V
DCDA80	New H3C
601D91	Motorola Mobility
F04F7C	Private
0CFE5D	IEEE Registration Authority
00A068	BHP
508CF5	China Mobile Group Device
A047D7	Best IT World
5CCF7F	Espressif
0C9541	Chipsea
98F9C7	IEEE Registration Authority
B0C387	GOEFER
38F9D3	Apple
44E66E	Apple
E83617	Apple
086BD7	Silicon Laboratories
344262	Apple
C09AD0	Apple
04F9D9	Speaker
10C595	Lenovo
4428A3	Jiangsu fulian
F80F6F	Cisco
34F8E7	Cisco
B40FB3	vivo Mobile
182A44	Hirose
9C8275	Yichip Microelectronics
E0189F	EM Microelectronic
18B905	Hong Kong Bouffalo Lab
90869B	zte
80546A	Shenzhen Gongjin
B4A9FC	Quanta
F00EBF	ZettaHash
304A26	Shenzhen Trolink
A41232	Guangdong Oppo Mobile Telecom
78B213	DWnet
4CE19E	Tecno Mobile
D4B761	Sichuan AI-Link
CC9EA2	Amazon
4C218C	Panasonic India
44B433	tide.Co
D43A2E	Shenzhen MTC
AC4330	Versa Networks
40B076	ASUS
4CC7D6	Flextronics ManufacturingCo
B8BC5B	Samsung
90940A	Analog Devices
00214F	Alps Electric
B4EC02	Alps Electric
E0AE5E	Alps Electric
34C731	Alps Electric
60380E	Alps Electric
64D4BD	Alps Electric
742B62	Fujitsu
E47FB2	Fujitsu
FC084A	Fujitsu
A8B2DA	Fujitsu
D425CC	IEEE Registration Authority
B09928	Fujitsu
8C6DC4	Megapixel VR
78DD12	Arcadyan
D4AD71	Cisco
641666	Nest
94D00D	Huawei
E84C56	Intercept
388602	Flexoptix
9809CF	OnePlus
84139F	zte
40DF02	LINE BIZ Plus
2CC407	machineQ
544741	Xcheng Holding
9844B6	Infranor SAS
006762	Fiberhome Telecom
000B05	Pacific Broadband Networks
A41791	Shenzhen Decnta
B068E6	Chongqing Fugui
F8D478	Flextronics
B8C253	Juniper Networks
98DAC4	TP-Link
04BD88	Aruba
000B86	Aruba
000D82	Phsnet
CCE0C3	EXTEN
8C53D2	China Mobile Group Device
783607	Cermate
485D36	Verizon
BC52B4	Nokia
FC2FAA	Nokia
20E09C	Nokia
407C7D	Nokia
50A0A4	Nokia
7C41A2	Nokia
903AA0	Nokia
702526	Nokia
286C07	XIAOMI
2C557C	Shenzhen YOUHUA
D88DC8	Atil
383C9C	Fujian Newland Payment
0014FB	Technical Solutions
4CC8A1	Cisco Meraki
0052C2	peiker acustic
58ECED	Integrated Device Sdn. Bhd
94D075	CIS Crypto
B88FB4	Jabil Circuit Italia S.R.L
DCED84	Haverford Systems
644C36	Intel
647366	Shenzhen Siera
A468BC	Private
AC2DA9	Tecno Mobile
D4E880	Cisco
10AE60	Private
ACF6F7	LG
7C38AD	Samsung
3C20F6	Samsung
E49F1E	ARRIS Group
FCB662	IC Holdings
7488BB	Cisco
B00CD1	HP
F0D4E2	Dell
9C8EDC	Teracom
208B37	Skyworth Digital
74FF4C	Skyworth Digital
F44C70	Skyworth Digital
2CCCE6	Skyworth Digital
E8B2FE	HUMAX
8C965F	Shandong Zhongan
A83E0E	HMD Global
203956	HMD Global
703C69	Apple
B8B2F8	Apple
005B94	Apple
88B291	Apple
34DB9C	Sagemcom Broadband SAS
5462E2	Apple
4418FD	Apple
CCD281	Apple
147BAC	Nokia
70CD91	Teracom Telematica S.A
C412F5	D-Link
C8D3A3	D-Link
B8A386	D-Link
283B82	D-Link
58D56E	D-Link
3C1E04	D-Link
54B80A	D-Link
802689	D-Link
7062B8	D-Link
1CAFF7	D-Link
10A3B8	Iskratel d.o.o
00778D	Cisco
7057BF	New H3C
14AEDB	VTech Telecom
78DB2F	Texas Instruments
5893D8	Texas Instruments
DC7137	zte
DC680C	Hewlett Packard
FC3342	Juniper Networks
6C8BD3	Cisco
80DA13	eero
1422DB	eero
0011B4	Westermo Network
308944	DEVA Broadcast
84B866	Beijing XiaoLu
80A235	Edgecore Networks
E0B655	Beijing Xiaomi
B4CC04	Piranti
5C32C5	Teracom
C86314	IEEE Registration Authority
3C0C7D	Tiny Mesh
C821DA	Shenzhen YOUHUA
78E2BD	Vodafone Automotive S.p.A
4C11AE	Espressif
E41E0A	IEEE Registration Authority
0020E0	Actiontec
A091A2	OnePlus
109FA9	Actiontec
6092F5	ARRIS Group
1820D5	ARRIS Group
000312	TRsystems
9C25BE	Wildlife Acoustics
00A098	NetApp
1C697A	EliteGroup Systems
D09C7A	Xiaomi
488764	vivo Mobile
C82C2B	IEEE Registration Authority
C0FD84	zte
4C6F9C	Guangdong Oppo Mobile Telecom
D44DA4	Murata Manufacturing
8CA96F	D&M Holdings
14C03E	ARRIS Group
2C3996	Sagemcom Broadband SAS
0054BD	Swelaser
0057D2	Cisco
3C6716	Lily Robotics
806AB0	Shenzhen TINNO Mobile
A0F895	Shenzhen TINNO Mobile
0078CD	Ignition Design
2CFD37	Blue Calypso
001B11	D-Link
001E58	D-Link
002191	D-Link
0022B0	D-Link
F07D68	D-Link
3CDD89	Somo Holdings &
2C56DC	ASUS
B8AF67	HP
188B45	Cisco
B0C090	Chicony
1CA770	Shenzhen Chuangwei-RGB
C42F90	Hangzhou Hikvision Digital
A42BB0	TP-Link
4CE676	Buffalo.Inc
B0C745	Buffalo.Inc
CCE1D5	Buffalo.Inc
B8FC9A	Le Shi Zhi Xin
2C4138	HP
2C768A	HP
0018FE	HP
0019BB	HP
002264	HP
002481	HP
000D9D	HP
0014C2	HP
788B77	Standar Telecom
84ACFB	Crouzet Automatismes
9486CD	Seoul
94ABDE	OMX - FZE
000E35	Intel
00207B	Intel
0013CE	Intel
801934	Intel
B8B81E	Intel
185E0F	Intel
C80E77	Le Shi Zhi Xin
843497	HP
ECB1D7	HP
3CA82A	HP
480FCF	HP
5820B1	HP
2C233A	HP
000EB3	HP
0004EA	HP
00306E	HP
0060B0	HP
24BE05	HP
000423	Intel
0008C7	HP
0010E3	HP
00805F	HP
BCEAFA	HP
5C8A38	HP
D89D67	HP
2C44FD	HP
F0921C	HP
B4B52F	HP
902155	HTC
64A769	HTC
BCCFCC	HTC
B0F1A3	Fengfan
7C7D3D	Huawei
4482E5	Huawei
542758	Motorola Mobility
4CD08A	HUMAX
20906F	Shenzhen Tencent System
1C7839	Shenzhen Tencent System
A4516F	Microsoft Mobile
246081	razberi
8CAB8E	Shanghai Feixun
EC26CA	TP-Link
2C088C	HUMAX
40F308	Murata Manufacturing
5CDAD4	Murata Manufacturing
000E6D	Murata Manufacturing
B05B67	Huawei
38F889	Huawei
F4DCF9	Huawei
904E2B	Huawei
0C96BF	Huawei
9CC172	Huawei
384608	zte
B4B362	zte
B075D5	zte
08181A	zte
002512	zte
70A8E3	Huawei
F84ABF	Huawei
4CB16C	Huawei
4C1FCC	Huawei
486276	Huawei
AC4E91	Huawei
E468A3	Huawei
80D09B	Huawei
581F28	Huawei
8C34FD	Huawei
90671C	Huawei
587F66	Huawei
BC25E0	Huawei
C4072F	Huawei
0CD6BD	Huawei
A49947	Huawei
346BD3	Huawei
1C1D67	Huawei
84A8E4	Huawei
202BC1	Huawei
002586	TP-Link
F8D111	TP-Link
F4EC38	TP-Link
20DCE6	TP-Link
1C6E4C	Logistic
00101F	Cisco
001054	Cisco
DCEB94	Cisco
5C838F	Cisco
AC7E8A	Cisco
382056	Cisco
00502A	Cisco
005014	Cisco
0090D9	Cisco
009092	Cisco
001029	Cisco
001007	Cisco
00605C	Cisco
00E0F7	Cisco
00E0B0	Cisco
00E0FE	Cisco
00E0A3	Cisco
00E0F9	Cisco
001BD7	Cisco SPVTG
105172	Huawei
9017AC	Huawei
94049C	Huawei
5006AB	Cisco
0050E2	Cisco
005050	Cisco
009021	Cisco
0090B1	Cisco
00023D	Cisco
18E728	Cisco
2C3ECF	Cisco
1005CA	Cisco
1CDEA7	Cisco
1C6A7A	Cisco
CCD8C1	Cisco
7C0ECE	Cisco
F09E63	Cisco
F07F06	Cisco
84802D	Cisco
E0899D	Cisco
A89D21	Cisco
BCF1F2	Cisco
C80084	Cisco
A0F849	Cisco
88908D	Cisco
A46C2A	Cisco
0021BE	Cisco SPVTG
7CB21B	Cisco SPVTG
745E1C	Pioneer
1C1D86	Cisco
001A92	ASUS
001D60	ASUS
002215	ASUS
20CF30	ASUS
E0CB4E	ASUS
1C872C	ASUS
C4143C	Cisco
2401C7	Cisco
04DAD2	Cisco
F41FC2	Cisco
4C0082	Cisco
DCA5F4	Cisco
7C95F3	Cisco
5017FF	Cisco
E8EDF3	Cisco
78DA6E	Cisco
24E9B3	Cisco
1402EC	Hewlett Packard
707938	Wuxi Zhanrui
646A74	Auth-Servers
34C9F0	LM
E034E4	Feit Electric
98E848	Axiim
A0F9E0	Vivatel
F8C372	Tsuzuki Denki
A4CC32	Inficomm
582BDB	Pax
D00F6D	T&W
48BF74	Baicells
38F557	Jolata
280E8B	Beijing Spirit Development
F44D30	Elitegroup Systems
DC9A8E	Nanjing Cocomm
C4EF70	Home Skinovations
B813E9	Trace Live Network
746F19	Icarvisions
7C7176	Wuxi iData
68A828	Huawei
988744	Wuxi Hongda Science and
9C8DD3	Leonton
246C8A	YUKAI
A43831	RF elements s.r.o
D0BAE4	Shanghai MXCHIP Information
A4DCBE	Huawei
10CC1B	Liverock
48B620	ROLI
20D160	Private
382187	Midea Group
305A3A	ASUS
A87285	IDT
AC1FD7	Real Vision
C8A2CE	Oasis Media Systems
A4DEC9	QLove Mobile Intelligence Information
A4A6A9	Private
9C7A03	Ciena
380AAB	Formlabs
F41535	SPON
E41A2C	ZPE Systems
A815D6	Shenzhen Meione
D09380	Ducere
84A788	Perples
6889C1	Huawei
845B12	Huawei
143EBF	zte
041E7A	DSPWorks
38B725	Wistron Infocomm
4CC681	Shenzhen Aisat
28B9D9	Radisys
E0553D	Cisco Meraki
0894EF	Wistron Infocomm
E0319E	Valve
E4A32F	Shanghai Artimen
D47BB0	Askey
5045F7	Liuhe Intelligence
20F510	Codex Digital
788E33	Jiangsu SEUIC
E01AEA	Allied Telesis
340CED	Moduel
507B9D	LCFC
F02624	Wafa
F8F464	Rawe Electonic
F4672D	ShenZhen Topstar
382B78	ECO Plugs
BCEB5F	Fujian Beifeng Telecom
800B51	Chengdu XGimi
00FC8D	Hitron
1CC586	Absolute Acoustics
E076D0	AMPAK
24B0A9	Shanghai Mobiletek
64167F	Polycom
54E2C8	Dongguan Aoyuan
20D75A	Posh Mobile
88D37B	FirmTek
10AF78	Shenzhen ATUE
B0966C	Lanbowan
A408EA	Murata Manufacturing
D4F9A1	Huawei
9CB6D0	Rivet Networks
D0C0BF	Actions Microelectronics
E04B45	Hi-P
6C4598	Antex
94A7B7	zte
3C8375	Microsoft
C8458F	Wyler
149A10	Microsoft
FC9AFA	Motus Global
5CB43E	Huawei
FCE1FB	Array Networks
54E140	Ingenico
14157C	Tokyo Cosmos Electric
408D5C	Giga-Byte
6CE01E	Modcam
E8F2E3	Starcor Beijing
D048F3	DATTUS
CC19A8	PT Inova??o e Sistemas
6C4418	Zappware
44962B	Aidon
D4D7A9	Shanghai Kaixiang Info
185D9A	BobjGear
884157	Shenzhen Atsmart
3CDA2A	zte
747336	MICRODIGTAL
0CE725	Microsoft
6C2E72	B&B Exporting
FC3288	CELOT Wireless
BCB308	Hongkong Ragentek
445ECD	Razer
749637	Todaair
2031EB	Hdsn
C0335E	Microsoft
ACCAAB	Virtual Electric
241B44	Hangzhou Tuners
90C35F	Nanjing Jiahao
18F145	NetComm Wireless
4CA515	Baikal
9CE230	Julong
34873D	Quectel Wireless Solution
186882	Beward R&D
344CA4	amazipoint
A8F038	Shen Zhen SHI JIN HUA TAI
74E277	Vizmonet
10A659	Mobile Create
58856E	QSC
FCAFAC	Socionext
F8C397	NZXT
C4366C	LG Innotek
60D9A0	Lenovo Mobile
5C3B35	Gehirn
5CF7C3	Syntech
3CC2E1	Xinhua Control
7C534A	Metamako
9C3066	RWE Effizienz
FCA22A	PT. Callysta Multi
247656	Shanghai Net Miles Fiber Optics
A0ADA1	JMR
601970	Huizhou Qiaoxing
887033	Hangzhou Silan Microelectronic
8C7967	zte
78F944	Private
CCA4AF	Shenzhen Sowell
84F129	Metrascale
2028BC	Visionscape
B8F080	SPS
7858F3	Vachen
FCDC4A	G-Wearables
F42C56	Senor
50502A	Egardia
48C093	Xirrus
3C1A0F	ClearSky Data
ACB57D	Liteon
DCE1AD	Shenzhen Wintop Photoelectric
900CB4	Alinket
883B8B	Cheering Connection
94D417	GPI Korea
D855A3	zte
70DA9C	Tecsen
6CF5E8	Mooredoll
70FF5C	Cheerzing CommunicationTechnology
08115E	Bitel
44CE7D	SFR
0881BC	HongKong Ipro
4C16F1	zte
6872DC	CETORY.TV
D8B6B7	Comtrend
0499E6	Shenzhen Yoostar
94BF95	Shenzhen Coship
FC9FE1	CoNWIN.Tech
90203A	BYD Precision Manufacture
A81B5D	Foxtel Management
B8BD79	TrendPoint Systems
2C010B	NASCENT
D4EC86	LinkedHope Intelligent
20A99B	Microsoft
54098D	deister
F0FE6B	Shanghai High-Flying
3CAE69	ESA Elektroschaltanlagen Grimma
00F3DB	WOO Sports
08A5C8	Sunnovo
CCBDD3	Ultimaker B.V
50294D	Nanjing IOT Sensor
0CCFD1	SPRINGWAVE
187117	eta plus
7CB177	Satelco
8C5D60	UCI
4C0BBE	Microsoft
08EB29	Jiangsu Huitong Group
E48C0F	Discovery Insure
587FB7	Sonar
E42354	Shenzhen Fuzhi
207693	Lenovo
C4BD6A	SKF
14488B	Shenzhen Doov
603696	Sapling
54FFCF	Mopria Alliance
BCBC46	SKS Welding Systems
A8D88A	Wyconn
00E6E8	Netzin
64B21D	Chengdu Phycom
88708C	Lenovo Mobile
F03D29	Actility
909F33	EFM Networks
849681	Cathay
A056B2	Harman/Becker Automotive Systems
40C62A	Shanghai Jing Ren
E8150E	Nokia
F4D032	Yunnan Ideal Information&Technology
44A6E5	Thinking
A8329A	Digicom Futuristic
B40AC6	DEXON Systems
5CB8CB	Allis
E85D6B	Luminate Wireless
8C3357	HiteVision Digital Media
F4D261	SEMOCON
D05AF1	Shenzhen Pulier
481A84	Pointer Telocation
DC663A	Apacer
B009D3	Avizia
3CAA3F	iKey
0C383E	Fanvil
60CDA9	Abloomy
B40B44	Smartisan
A0FC6E	Telegrafia a.s
D0FA1D	Qihoo 360
046785	scemtec Hard- und fuer Mess- und Steuerungstechnik
FC6DC0	BME
784561	CyberTAN
300D2A	Zhejiang Wellcom
64EAC5	SiboTech Automation
F4F26D	TP-Link
5C1515	Advan
D0A0D6	Chengdu TD
8CBF9D	Shanghai Xinyou Information
D49398	Nokia
78D66F	Aristocrat Australia
50C7BF	TP-Link
C06118	TP-Link
D0C7C0	TP-Link
209AE9	Volacomm
345D10	Wytek
58E326	Compass
848DC7	Cisco SPVTG
A8BD3A	Unionman
C44E1F	BlueN
CCA614	Aifa
B0869E	Chloride S.r.L
344F5C	R&M
A46CC1	LTi REEnergy
90DB46	E-Lead
D42F23	Akenori
38F098	Vapor Stone Rail Systems
400107	Arista
0805CD	DongGuang EnMai
0092FA	Shenzhen Wisky
4CF45B	Blue Clover Devices
B06971	DEI Sales
580528	Labris Networks
28656B	Keystone Microtech
EC2E4E	Hitachi-LG Data Storage
505800	WyTec
78923E	Nokia
D4CFF9	Shenzhen Sen5
D8492F	Canon
145645	Savitech
D4E08E	ValueHD
70305D	Ubiquoss
5850AB	TLS
90DFB7	s.m.s smart microwave sensors
B843E4	Vlatacom
E07F53	Techboard SRL
4C0DEE	Jabil Circuit
A07771	Vialis
D0BD01	DS
C0C569	Shanghai Lynuc CNC
200E95	IEC - TC9 WG43
E0DB88	Open Standard Digital-IF Interface for SATCOM Systems
D86194	Objetivos y Sevicios de Valor An?adido
589CFC	FreeBSD Foundation
98349D	Krauss Maffei
18CC23	Philio
648D9E	IVT
CC95D7	Vizio
749C52	Huizhou Desay SV Automotive
C0F79D	Powercode
3C0C48	Servergy
68D247	Portalis LC
FC27A2	Trans Electric
14C089	Dune HD
F08A28	JIANGSU HENGSION
A8574E	TP-Link
DC3EF8	Nokia
706173	Calantec
50C271	Securetech
7C49B9	Plexus Manufacturing Sdn Bhd
184462	Riava Networks
9C443D	Chengdu Xuguang
74A4B5	Powerleader Science and
BC4100	CoDACO
7CCD3C	Guangzhou Juzing
10B26B	base
DCCEBC	Shenzhen JSR
9486D4	Surveillance Pro
F89550	Proton Chengdu
447BC4	DualShine TechnologyCo
542F89	Euclid Laboratories
48B977	PulseOn
AC2DA3	TXTR
C8F68D	S.E.Technologies
BC14EF	ITON
14F28E	ShenYang ZhongKe-Allwin
C064C6	Nokia
9C44A6	SwiftTest
44C4A9	Opticom
6C3C53	SoundHawk
64BABD	SDJ
889166	Viewcooper
103378	FLECTRON
DC0575	Siemens Energy Automation
5C1193	Seal One
50E14A	Private
68FCB3	Next Level Security Systems
70305E	Nanjing Zhongke Menglian Information
9C8888	Simac Techniek
180C14	iSonea
8CAE89	Y-cam Solutions
58B961	SOLEM
F46ABC	Adonit
20180E	Shenzhen Sunchip
80B219	Elektron UK
D08A55	Skullcandy
C4D655	Tercel
9CA10A	Scle SFE
78D99F	NuCom HK
44C56F	NGN Easy Satfinder
2C5A05	Nokia
848336	Newrun
EC71DB	Shenzhen Baichuan Digital
B8266C	ANOV France
284D92	Luminator
1C4BB9	SMG
0C5CD8	DOLI Elektronik
2C5FF3	Pertronic
E0AF4B	Pluribus Networks
C85663	Sunflex
88FED6	ShangHai WangYong
600347	Billion Electric
084027	Gridstore
7C2048	KoamTac
705986	OOO TTV
20DF3F	Nanjing SAC Power Grid Automation
30786B	TIANJIN Golden Pentagon
4CD637	Qsono
8CF945	Power Automation
2C922C	Kishu Giken Kogyou
509871	Inventum
384233	Wildeboer Bauteile
9440A2	Anywave
7CB77B	Paradigm
28A241	exlar
9876B6	Adafruit
AC220B	ASUS
88354C	Transics
709BFC	Bryton
D82D9B	Shenzhen G.Credit
94BF1E	eflow. / Smart Device Planning and Development Division
C0A39E	EarthCam
088E4F	SF Solutions
DCAE04	CELOXICA
5422F8	zte
486E73	Pica8
A0CEC8	CE Link
907A28	Beijing Morncloud Information And
CCD29B	Shenzhen Bopengfa Elec&Technology
9C4EBF	BoxCast
34A68C	Shine Profit Development
78DAB3	GBO
80BBEB	Satmap Systems
949FB4	ChengDu JiaFaAnTai
406826	Thales UK
5C15E1	Aidc
048D38	Netcore
1C4AF7	Amon
985D46	PeopleNet
446755	Orbit Irrigation
789F4C	HOERBIGER Elektronik
98F8C1	IDT
F47A4E	Woojeon&Handan
44700B	Iffu
8C2F39	IBA Dosimetry
B8F828	Changshu Gaoshida Optoelectronic
58468F	Koncar
746630	T:mi Ytti
B0FEBD	Private
940BD5	Himax
30055C	Brother
0C8268	TP-Link
B01743	Edison Global Circuits
90DA4E	Avanu
7038B4	Low Solutions
4C804F	Armstrong Monitoring
901D27	zte
7CD762	Freestyle
D073D5	Lifi Management
B8C46F	Primmcon
505AC6	Guangdong Super Telecom
38A86B	Orga
141330	Anakreon UK LLP
0CF405	Beijing Signalway
1C76CA	Terasic
945047	Rechnerbetriebsgruppe
D8DCE9	Kunshan Erlab ductless filtration System
54112F	Sulzer Pump Solutions Finland
4C55B8	Turkcell Teknoloji
088039	Cisco SPVTG
2C72C3	Soundmatters
84E4D9	Shenzhen NEED
C44838	Satcom Direct
545414	Digital RF Corea
24EB65	SAET I.S. S.r.l
D0F27F	SteadyServ Technoligies
DC647C	C.R.S. iiMotion
188410	CoreTrust
A08A87	HuiZhou KaiYue
04BFA8	ISB
5C8486	Brightsource
28CD9C	Shenzhen Dynamax Development
E0EDC7	Shenzhen Friendcom Development
2CF203	Emko Elektronik SAN VE TIC
246278	Sysmocom - Systems for mobile
F45842	Boxx TV
A861AA	Cloudview
C89346	MXCHIP
F0F260	Mobitec
1423D7	Eutronix
3CFB96	Emcraft Systems
081F3F	WondaLink
DC6F08	Bay Storage
E492E7	Gridlink
60BB0C	Beijing HuaqinWorld
70E027	Hongyu
E880D8	GNTEK
188857	Beijing Jinhong Xi-Dian Information
287994	Realplay Digital
105C3B	Perma-Pipe
40C4D6	ChongQing Camyu Development
A0EB76	AirCUVE
6C6126	Rinicom Holdings
C04DF7	Serelec
ECD040	GEA Farm
005907	LenovoEMC USA
78B3CE	Elo touch solutions
A8FB70	WiseSec L.t.d
30F31D	zte
E4776B	Aartesys
5C335C	Swissphone Telecom
A4FCCE	Security Expert
E0CEC3	Askey
5C43D2	Hazemeyer
D819CE	Telesquare
D809C3	Cercacor
84ED33	BBMC
681E8B	InfoSight
C044E3	Shenzhen Sinkna
08F1B7	Towerstream Corpration
20858C	Assa
187A93	AMICCOM
94C962	Teseq
384369	Patrol Consortium
D08B7E	Passif Semiconductor
6886E7	Orbotix
2CE871	Alert Metalguard ApS
58D071	BW Broadcast
C0A0C7	Fairfield
98208E	Definium
704AE4	Rinstrum
68B8D9	Act KDE
F84897	Hitachi
74E424	Apiste
58D6D3	Dairy Cheq
68FB95	Generalplus
E4C146	Objetivos y Servicios de Valor A
D4BF2D	SE Controls Asia Pacific
C45DD8	HDMI Forum
C44EAC	Shenzhen Shiningworth
C458C2	Shenzhen TATFOOK
44184F	Fitview
8C76C1	Goden
DC2A14	Shanghai Longjing
0C191F	Inform
080FFA	KSP
ECFC55	A. Eberle
0C8CDC	Suunto
20B5C6	Mimosa Networks
AC3CB4	Nilan
8007A2	Esson
2C3557	ELLIY Power
6C5A34	Shenzhen Haitianxiong
485A3F	Wisol
70F1E5	Xetawave
C0AA68	OSASI Technos
B829F7	Blaster
00C14F	DDL
5CE0CA	FeiTian United System
9C9811	Guangzhou Sunrise
A0FE91	AVAT Automation
5809E5	Kivic
74ECF1	Acumen
6815D3	Zaklady Elektroniki i Mechaniki Precyzyjnej R&G S.A
601929	Voltronic Power
C0BD42	ZPA Smart Energy a.s
48B253	Marketaxess
60D2B9	Realand BIO
2067B1	Pluto
087D21	Altasec
30FD11	Macrotech
F8051C	DRS Imaging and Targeting Solutions
6032F0	Mplus
749975	IBM
0CDCCC	Inala
F0ACA4	HBC-radiomatic
14DB85	S NET Media
D493A0	Fidelix
AC7236	Lexking
CCB3F8	Fujitsu Isotec
3CD7DA	SK Mtek microelectronicslimited
E86D54	Digit Mobile
9857D3	HON HAI-Ccpbg PrecisionCo
9C8D1A	INTEG process group
742D0A	Norfolk Elektronik
480362	Desay
B0358D	Nokia
0CF361	Java Information
34BDFA	Cisco SPVTG
8CEEC6	Precepscion
ECD950	IRT
74273C	ChangYang
087CBE	Quintic
C4AD21	MEDIAEDGE
DCBF90	Huizhou Qiaoxing Telecom
E0F5CA	Cheng UEI Precision
1C5C60	Shenzhen Belzon
2CEDEB	Alpheus Digital
381C4A	SIMCom Wireless Solutions
901EDD	Great
2C6289	Regenersis
F093C5	Garland
4C09B4	zte
B8B94E	Shenzhen iBaby
00F403	Orbis Systems
ACC698	Kohzu Precision
907025	Garea Microsys
502ECE	Asahi
440CFD	NetMan
7CEBEA	Asct
085B0E	Fortinet
64C944	LARK
6869F2	ComAp s.r.o
B889CA	ILJIN ELECTRIC
B85AFE	Handaer
604616	Xiamen Vann Intelligent
ECD925	Rami
049F06	Smobile
D806D1	Honeywell Fire System
8C6AE4	Viogem
20C1AF	i Wit Digital
D88A3B	Unit-EM
BCD940	ASR
EC4993	Qihan
1C959F	Veethree
18D949	Qvis
646223	Cellient
ACF0B2	Becker
10A932	Beijing Cyber Cloud
C47BA3	NAVIS
A81758	Elektronik System i Ume?
44348F	MXT
9C0111	Shenzhen Newabel
0CA138	Blinq Wireless
348137	Unicard
64F242	Gerdes Aktiengesellschaft
60F281	Tranwo
642400	Xorcom
4CAA16	Azurewave
1C6BCA	Mitsunami
08379C	Topaz
E83EFB	Geodesic
4016FA	EKM Metering
3C363D	Nokia
BC0200	Stewart Audio
1C973D	PRICOM Design
F00786	Shandong Bittel
885C47	Alcatel Lucent
E0F9BE	Cloudena
3CC1F6	Melange Systems
54E63F	ShenZhen LingKeWeiEr
F88C1C	Kaishun
940149	AutoHotBox
C035BD	Velocytech Aps
F897CF	Daeshin-Information
383F10	DBL
8C6878	Nortek-AS
8016B7	Brunel University
9C611D	Omni-ID USA
78BEBD	STULZ
3C9174	Along
E8D0FA	MKS Instruments Deutschland
98262A	Applied Associates
B0D2F5	Vello Systems
C89F42	VDII Innovation
A41875	Cisco
